season,week,week_c,team_id,celeb_id,partner_id,j_total,j_pct,y_judge,trend_val,g_raw,g_z_within_sw,m_s,is_withdrew,withdrew_week,results,placement
4,1,-3.4459459459459456,John Ratzenberger__Edyta Sliwinska,John Ratzenberger,Edyta Sliwinska,17.0,0.0825242718446598,-0.8442634558645775,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
4,1,-3.4459459459459456,Ian Ziering__Cheryl Burke,Ian Ziering,Cheryl Burke,21.0,0.10194174757281504,-0.532664973400842,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
4,1,-3.4459459459459456,Clyde Drexler__Elena Grinenko,Clyde Drexler,Elena Grinenko,16.0,0.07766990291262098,-0.9221630764805114,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
4,1,-3.4459459459459456,Laila Ali__Maksim Chmerkoskiy,Laila Ali,Maksim Chmerkoskiy,23.0,0.11165048543689267,-0.3768657321689742,0.0,0.0,0.0,0,False,,3rd Place,3
4,1,-3.4459459459459456,Apolo Anton Ohno__Julianne Hough,Apolo Anton Ohno,Julianne Hough,21.0,0.10194174757281504,-0.532664973400842,0.0,0.0,0.0,0,False,,1st Place,1
4,1,-3.4459459459459456,Shandi Finnessey__Brian Fortuna,Shandi Finnessey,Brian Fortuna,19.0,0.09223300970873742,-0.6884642146327097,0.0,0.0,0.0,0,False,,Eliminated Week 3,10
4,1,-3.4459459459459456,Paulina Porizkova__Alec Mazo,Paulina Porizkova,Alec Mazo,19.0,0.09223300970873742,-0.6884642146327097,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
4,1,-3.4459459459459456,Heather Mills__Jonathan Roberts,Heather Mills,Jonathan Roberts,18.0,0.0873786407766986,-0.7663638352486437,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
4,1,-3.4459459459459456,Billy Ray Cyrus__Karina Smirnoff,Billy Ray Cyrus,Karina Smirnoff,13.0,0.06310679611650455,-1.155861938328313,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
4,1,-3.4459459459459456,Joey Fatone__Kym Johnson,Joey Fatone,Kym Johnson,24.0,0.11650485436893147,-0.29896611155304037,0.0,0.0,0.0,0,False,,2nd Place,2
4,1,-3.4459459459459456,Leeza Gibbons__Tony Dovolani,Leeza Gibbons,Tony Dovolani,15.0,0.07281553398058217,-1.0000626970964452,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
5,1,-3.4000000000000004,Cameron Mathison__Edyta Sliwinska,Cameron Mathison,Edyta Sliwinska,21.0,0.081712062256809,-0.8406626962068137,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
5,1,-3.4000000000000004,Jane Seymour__Tony Dovolani,Jane Seymour,Tony Dovolani,24.0,0.09338521400778173,-0.6505630915369301,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
5,1,-3.4000000000000004,Sabrina Bryan__Mark Ballas,Sabrina Bryan,Mark Ballas,26.0,0.10116731517509688,-0.5238300217570078,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
5,1,-3.4000000000000004,Jennie Garth__Derek Hough,Jennie Garth,Derek Hough,21.0,0.081712062256809,-0.8406626962068137,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
5,1,-3.4000000000000004,Floyd Mayweather Jr. __Karina Smirnoff,Floyd Mayweather Jr. ,Karina Smirnoff,18.0,0.0700389105058363,-1.030762300876697,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
5,1,-3.4000000000000004,Josie Maran__Alec Mazo,Josie Maran,Alec Mazo,16.0,0.06225680933852115,-1.1574953706566193,0.0,0.0,0.0,0,False,,Eliminated Week 1,12
5,1,-3.4000000000000004,Albert Reed__Anna Trebunskaya,Albert Reed,Anna Trebunskaya,21.0,0.081712062256809,-0.8406626962068137,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
5,1,-3.4000000000000004,Helio Castroneves__Julianne Hough,Helio Castroneves,Julianne Hough,25.0,0.0972762645914393,-0.5871965566469689,0.0,0.0,0.0,0,False,,1st Place,1
5,1,-3.4000000000000004,Mel B__Maksim Chmerkoskiy,Mel B,Maksim Chmerkoskiy,24.0,0.09338521400778173,-0.6505630915369301,0.0,0.0,0.0,0,False,,2nd Place,2
5,1,-3.4000000000000004,Wayne Newton__Cheryl Burke,Wayne Newton,Cheryl Burke,19.0,0.07392996108949387,-0.9673957659867358,0.0,0.0,0.0,0,False,,Eliminated Week 3,10
5,1,-3.4000000000000004,Marie Osmond__Jonathan Roberts,Marie Osmond,Jonathan Roberts,21.0,0.081712062256809,-0.8406626962068137,0.0,0.0,0.0,0,False,,3rd Place,3
5,1,-3.4000000000000004,Mark Cuban__Kym Johnson,Mark Cuban,Kym Johnson,21.0,0.081712062256809,-0.8406626962068137,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
6,1,-3.3684210526315788,Cristian de la Fuente__Cheryl Burke,Cristian de la Fuente,Cheryl Burke,21.0,0.0864197530864194,-0.7260606629623623,0.0,0.0,0.0,0,False,,3rd Place,3
6,1,-3.3684210526315788,Steve Guttenberg__Anna Trebunskaya,Steve Guttenberg,Anna Trebunskaya,18.0,0.07407407407407376,-0.9245520672254555,0.0,0.0,0.0,0,False,,Eliminated Week 3,10
6,1,-3.3684210526315788,Priscilla Presley__Louis van Amstel,Priscilla Presley,Louis van Amstel,24.0,0.09876543209876502,-0.5275692586992693,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
6,1,-3.3684210526315788,Marlee Matlin__Fabian Sanchez,Marlee Matlin,Fabian Sanchez,22.0,0.09053497942386794,-0.6598968615413313,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
6,1,-3.3684210526315788,Shannon Elizabeth__Derek Hough,Shannon Elizabeth,Derek Hough,21.0,0.0864197530864194,-0.7260606629623623,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
6,1,-3.3684210526315788,Marissa Jaret Winokur__Tony Dovolani,Marissa Jaret Winokur,Tony Dovolani,18.0,0.07407407407407376,-0.9245520672254555,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
6,1,-3.3684210526315788,Jason Taylor__Edyta Sliwinska,Jason Taylor,Edyta Sliwinska,22.0,0.09053497942386794,-0.6598968615413313,0.0,0.0,0.0,0,False,,2nd Place,2
6,1,-3.3684210526315788,Kristi Yamaguchi__Mark Ballas,Kristi Yamaguchi,Mark Ballas,27.0,0.11111111111111066,-0.32907785443617615,0.0,0.0,0.0,0,False,,1st Place,1
6,1,-3.3684210526315788,Monica Seles__Jonathan Roberts,Monica Seles,Jonathan Roberts,15.0,0.06172839506172814,-1.1230434714885484,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
6,1,-3.3684210526315788,Penn Jillette__Kym Johnson,Penn Jillette,Kym Johnson,16.0,0.06584362139917668,-1.0568796700675176,0.0,0.0,0.0,0,False,,Eliminated Week 2,12
6,1,-3.3684210526315788,Adam Carolla__Julianne Hough,Adam Carolla,Julianne Hough,15.0,0.06172839506172814,-1.1230434714885484,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
6,1,-3.3684210526315788,Mario__Karina Smirnoff,Mario,Karina Smirnoff,24.0,0.09876543209876502,-0.5275692586992693,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
7,1,-3.373333333333333,Ted McGinley__Inna Brayer,Ted McGinley,Inna Brayer,18.5,0.07341269841269812,-0.9586688878389146,0.0,0.0,0.0,0,False,,Eliminated Week 1,12
7,1,-3.373333333333333,Cloris Leachman__Corky Ballas,Cloris Leachman,Corky Ballas,16.0,0.06349206349206324,-1.1173889023817822,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
7,1,-3.373333333333333,Susan Lucci__Tony Dovolani,Susan Lucci,Tony Dovolani,18.5,0.07341269841269812,-0.9586688878389146,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
7,1,-3.373333333333333,Cody Linley__Julianne Hough,Cody Linley,Julianne Hough,20.5,0.08134920634920603,-0.8316928762046205,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
7,1,-3.373333333333333,Misty May-Treanor__Maksim Chmerkoskiy,Misty May-Treanor,Maksim Chmerkoskiy,21.0,0.08333333333333301,-0.799948873296047,0.0,0.0,0.0,0,True,2.0,Withdrew,10
7,1,-3.373333333333333,Maurice Greene__Cheryl Burke,Maurice Greene,Cheryl Burke,19.5,0.07738095238095208,-0.8951808820217676,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
7,1,-3.373333333333333,Warren Sapp__Kym Johnson,Warren Sapp,Kym Johnson,21.5,0.08531746031745999,-0.7682048703874734,0.0,0.0,0.0,0,False,,2nd Place,2
7,1,-3.373333333333333,Jeffrey Ross__Edyta Sliwinska,Jeffrey Ross,Edyta Sliwinska,12.0,0.04761904761904743,-1.3713409256503704,0.0,0.0,0.0,0,False,,Eliminated Week 1,13
7,1,-3.373333333333333,Toni Braxton__Alec Mazo,Toni Braxton,Alec Mazo,22.5,0.08928571428571393,-0.7047168645703267,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
7,1,-3.373333333333333,Lance Bass__Lacey Schwimmer,Lance Bass,Lacey Schwimmer,21.5,0.08531746031745999,-0.7682048703874734,0.0,0.0,0.0,0,False,,3rd Place,3
7,1,-3.373333333333333,Kim Kardashian__Mark Ballas,Kim Kardashian,Mark Ballas,18.5,0.07341269841269812,-0.9586688878389146,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
7,1,-3.373333333333333,Rocco DiSpirito__Karina Smirnoff,Rocco DiSpirito,Karina Smirnoff,17.5,0.06944444444444417,-1.0221568936560617,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
7,1,-3.373333333333333,Brooke Burke__Derek Hough,Brooke Burke,Derek Hough,24.5,0.09722222222222184,-0.5777408529360325,0.0,0.0,0.0,0,False,,1st Place,1
8,1,-3.6923076923076925,Gilles Marini__Cheryl Burke,Gilles Marini,Cheryl Burke,24.0,0.09876543209876502,-0.3543887409990777,0.0,0.0,0.0,0,False,,2nd Place,2
8,1,-3.6923076923076925,Denise Richards__Maksim Chmerkoskiy,Denise Richards,Maksim Chmerkoskiy,18.0,0.07407407407407376,-0.7500865990471317,0.0,0.0,0.0,0,False,,Eliminated Week 3,12
8,1,-3.6923076923076925,David Alan Grier__Kym Johnson,David Alan Grier,Kym Johnson,19.0,0.07818930041152232,-0.6841369560391225,0.0,0.0,0.0,0,False,,Eliminated Week 5,9
8,1,-3.6923076923076925,Lawrence Taylor__Edyta Sliwinska,Lawrence Taylor,Edyta Sliwinska,16.0,0.06584362139917668,-0.8819858850631496,0.0,0.0,0.0,0,False,,Eliminated Week 7,7
8,1,-3.6923076923076925,Ty Murray__Chelsie Hightower,Ty Murray,Chelsie Hightower,14.0,0.0576131687242796,-1.0138851710791676,0.0,0.0,0.0,0,False,,Eliminated Week 10,4
8,1,-3.6923076923076925,Shawn Johnson__Mark Ballas,Shawn Johnson,Mark Ballas,23.0,0.09465020576131648,-0.4203383840070867,0.0,0.0,0.0,0,False,,1st Place,1
8,1,-3.6923076923076925,Steve Wozniak__Karina Smirnoff,Steve Wozniak,Karina Smirnoff,13.0,0.05349794238683106,-1.0798348140871765,0.0,0.0,0.0,0,False,,Eliminated Week 4,10
8,1,-3.6923076923076925,Belinda Carlisle__Jonathan Roberts,Belinda Carlisle,Jonathan Roberts,17.0,0.06995884773662522,-0.8160362420551407,0.0,0.0,0.0,0,False,,Eliminated Week 2,13
8,1,-3.6923076923076925,Chuck Wicks__Julianne Hough,Chuck Wicks,Julianne Hough,20.0,0.08230452674897086,-0.6181873130311135,0.0,0.0,0.0,0,False,,Eliminated Week 8,6
8,1,-3.6923076923076925,Lil' Kim__Derek Hough,Lil' Kim,Derek Hough,21.0,0.0864197530864194,-0.5522376700231046,0.0,0.0,0.0,0,False,,Eliminated Week 9,5
8,1,-3.6923076923076925,Steve-O__Lacey Schwimmer,Steve-O,Lacey Schwimmer,17.0,0.06995884773662522,-0.8160362420551407,0.0,0.0,0.0,0,False,,Eliminated Week 6,8
8,1,-3.6923076923076925,Holly Madison__Dmitry Chaplin,Holly Madison,Dmitry Chaplin,18.0,0.07407407407407376,-0.7500865990471317,0.0,0.0,0.0,0,False,,Eliminated Week 4,11
8,1,-3.6923076923076925,Melissa Rycroft__Tony Dovolani,Melissa Rycroft,Tony Dovolani,23.0,0.09465020576131648,-0.4203383840070867,0.0,0.0,0.0,0,False,,3rd Place,3
9,1,-3.195652173913044,Ashley Hamiliton__Edyta Sliwinska,Ashley Hamiliton,Edyta Sliwinska,18.9999,0.04679796767671979,-0.9758128514441905,0.0,0.0,0.0,0,False,,Eliminated Week 1,16
9,1,-3.195652173913044,Debi Mazar__Maksim Chmerkoskiy,Debi Mazar,Maksim Chmerkoskiy,22.0,0.05418740566465273,-0.8593188563594162,0.0,0.0,0.0,0,False,,Eliminated Week 3,12
9,1,-3.195652173913044,Melissa Joan Hart__Mark Ballas,Melissa Joan Hart,Mark Ballas,24.0,0.05911353345234843,-0.781658781638724,0.0,0.0,0.0,0,False,,Eliminated Week 6,9
9,1,-3.195652173913044,Mark Dacascos__Lacey Schwimmer,Mark Dacascos,Lacey Schwimmer,28.9998,0.07142836030880892,-0.5875163608444658,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
9,1,-3.195652173913044,Chuck Liddell__Anna Trebunskaya,Chuck Liddell,Anna Trebunskaya,22.0,0.05418740566465273,-0.8593188563594162,0.0,0.0,0.0,0,False,,Eliminated Week 4,11
9,1,-3.195652173913044,Natalie Coughlin__Alec Mazo,Natalie Coughlin,Alec Mazo,26.9998,0.06650223252111322,-0.6651764355651579,0.0,0.0,0.0,0,False,,Eliminated Week 5,10
9,1,-3.195652173913044,Louie Vito__Chelsie Hightower,Louie Vito,Chelsie Hightower,26.9998,0.06650223252111322,-0.6651764355651579,0.0,0.0,0.0,0,False,,Eliminated Week 6,8
9,1,-3.195652173913044,Michael Irvin__Anna Demidova,Michael Irvin,Anna Demidova,19.0,0.046798213983109176,-0.9758089684404544,0.0,0.0,0.0,0,False,,Eliminated Week 7,7
9,1,-3.195652173913044,Joanna Krupa__Derek Hough,Joanna Krupa,Derek Hough,33.9999,0.08374392608443755,-0.3933622910389996,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
9,1,-3.195652173913044,Kathy Ireland__Tony Dovolani,Kathy Ireland,Tony Dovolani,19.9999,0.04926103157056764,-0.9369828140838444,0.0,0.0,0.0,0,False,,Eliminated Week 2,14
9,1,-3.195652173913044,Tom DeLay__Cheryl Burke,Tom DeLay,Cheryl Burke,19.9999,0.04926103157056764,-0.9369828140838444,0.0,0.0,0.0,0,True,3.0,Withdrew,13
9,1,-3.195652173913044,Macy Gray__Jonathan Roberts,Macy Gray,Jonathan Roberts,18.9999,0.04679796767671979,-0.9758128514441905,0.0,0.0,0.0,0,False,,Eliminated Week 1,15
9,1,-3.195652173913044,Aaron Carter__Karina Smirnoff,Aaron Carter,Karina Smirnoff,31.999899999999997,0.07881779829674185,-0.4710223657596917,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
9,1,-3.195652173913044,Mya__Dmitry Chaplin,Mya,Dmitry Chaplin,30.999899999999997,0.076354734402894,-0.5098524031200377,0.0,0.0,0.0,0,False,,2nd Place,2
9,1,-3.195652173913044,Donny Osmond__Kym Johnson,Donny Osmond,Kym Johnson,29.999899999999997,0.07389167050904615,-0.5486824404803838,0.0,0.0,0.0,0,False,,1st Place,1
9,1,-3.195652173913044,Kelly Osbourne__Louis van Amstel,Kelly Osbourne,Louis van Amstel,30.9998,0.07635448809650462,-0.5098562861237736,0.0,0.0,0.0,0,False,,3rd Place,3
10,1,-3.4459459459459456,Aiden Turner__Edyta Sliwinska,Aiden Turner,Edyta Sliwinska,15.0,0.07177033492822932,-1.023081168149663,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
10,1,-3.4459459459459456,Shannen Doherty__Mark Ballas,Shannen Doherty,Mark Ballas,18.0,0.08612440191387519,-0.7913219647524936,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
10,1,-3.4459459459459456,Niecy Nash__Louis van Amstel,Niecy Nash,Louis van Amstel,18.0,0.08612440191387519,-0.7913219647524936,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
10,1,-3.4459459459459456,Buzz Aldrin__Ashly DelGrosso,Buzz Aldrin,Ashly DelGrosso,14.0,0.06698564593301404,-1.1003342359487194,0.0,0.0,0.0,0,False,,Eliminated Week 3,10
10,1,-3.4459459459459456,Chad Ochocinco__Cheryl Burke,Chad Ochocinco,Cheryl Burke,18.0,0.08612440191387519,-0.7913219647524936,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
10,1,-3.4459459459459456,Evan Lysacek__Anna Trebunskaya,Evan Lysacek,Anna Trebunskaya,23.0,0.11004784688995163,-0.4050566257572112,0.0,0.0,0.0,0,False,,2nd Place,2
10,1,-3.4459459459459456,Pamela Anderson__Damian Whitewood,Pamela Anderson,Damian Whitewood,21.0,0.10047846889952106,-0.5595627613553241,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
10,1,-3.4459459459459456,Nicole Scherzinger__Derek Hough,Nicole Scherzinger,Derek Hough,25.0,0.1196172248803822,-0.25055049015909825,0.0,0.0,0.0,0,False,,1st Place,1
10,1,-3.4459459459459456,Erin Andrews__Maksim Chmerkoskiy,Erin Andrews,Maksim Chmerkoskiy,21.0,0.10047846889952106,-0.5595627613553241,0.0,0.0,0.0,0,False,,3rd Place,3
10,1,-3.4459459459459456,Kate Gosselin__Tony Dovolani,Kate Gosselin,Tony Dovolani,16.0,0.07655502392344461,-0.9458281003506065,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
10,1,-3.4459459459459456,Jake Pavelka__Chelsie Hightower,Jake Pavelka,Chelsie Hightower,20.0,0.09569377990430576,-0.6368158291543806,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
11,1,-3.4000000000000004,David Hasselhoff__Kym Johnson,David Hasselhoff,Kym Johnson,15.0,0.06607929515418473,-1.084091842942209,0.0,0.0,0.0,0,False,,Eliminated Week 1,12
11,1,-3.4000000000000004,Florence Henderson__Corky Ballas,Florence Henderson,Corky Ballas,18.0,0.07929515418502169,-0.8710606947657916,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
11,1,-3.4000000000000004,Kyle Massey__Lacey Schwimmer,Kyle Massey,Lacey Schwimmer,23.0,0.10132158590308325,-0.5160087811384295,0.0,0.0,0.0,0,False,,2nd Place,2
11,1,-3.4000000000000004,Jennifer Grey__Derek Hough,Jennifer Grey,Derek Hough,24.0,0.10572687224669557,-0.44499839841295713,0.0,0.0,0.0,0,False,,1st Place,1
11,1,-3.4000000000000004,Rick Fox__Cheryl Burke,Rick Fox,Cheryl Burke,22.0,0.09691629955947094,-0.587019163863902,0.0,0.0,0.0,0,False,,Eliminated Week 7,6
11,1,-3.4000000000000004,Kurt Warner__Anna Trebunskaya,Kurt Warner,Anna Trebunskaya,19.0,0.083700440528634,-0.8000503120403192,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
11,1,-3.4000000000000004,Margaret Cho__Louis van Amstel,Margaret Cho,Louis van Amstel,15.0,0.06607929515418473,-1.084091842942209,0.0,0.0,0.0,0,False,,Eliminated Week 3,10
11,1,-3.4000000000000004,Michael Bolton__Chelsie Hightower,Michael Bolton,Chelsie Hightower,16.0,0.07048458149779704,-1.0130814602167366,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
11,1,-3.4000000000000004,Brandy__Maksim Chmerkoskiy,Brandy,Maksim Chmerkoskiy,23.0,0.10132158590308325,-0.5160087811384295,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
11,1,-3.4000000000000004,The Situation__Karina Smirnoff,The Situation,Karina Smirnoff,15.0,0.06607929515418473,-1.084091842942209,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
11,1,-3.4000000000000004,Audrina Patridge__Tony Dovolani,Audrina Patridge,Tony Dovolani,19.0,0.083700440528634,-0.8000503120403192,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
11,1,-3.4000000000000004,Bristol Palin__Mark Ballas,Bristol Palin,Mark Ballas,18.0,0.07929515418502169,-0.8710606947657916,0.0,0.0,0.0,0,False,,3rd Place,3
12,1,-3.4459459459459456,Ralph Macchio__Karina Smirnoff,Ralph Macchio,Karina Smirnoff,24.0,0.11594202898550669,-0.31454507484598765,0.0,0.0,0.0,0,False,,Eliminated Week 9,4
12,1,-3.4459459459459456,Chelsea Kane__Mark Ballas,Chelsea Kane,Mark Ballas,21.0,0.10144927536231835,-0.5520587027909197,0.0,0.0,0.0,0,False,,3rd Place,3
12,1,-3.4459459459459456,Kirstie Alley__Maksim Chmerkoskiy,Kirstie Alley,Maksim Chmerkoskiy,23.0,0.11111111111111058,-0.393716284160965,0.0,0.0,0.0,0,False,,2nd Place,2
12,1,-3.4459459459459456,Hines Ward__Kym Johnson,Hines Ward,Kym Johnson,21.0,0.10144927536231835,-0.5520587027909197,0.0,0.0,0.0,0,False,,1st Place,1
12,1,-3.4459459459459456,Sugar Ray Leonard__Anna Trebunskaya,Sugar Ray Leonard,Anna Trebunskaya,17.0,0.0821256038647339,-0.8687435400508291,0.0,0.0,0.0,0,False,,Eliminated Week 4,9
12,1,-3.4459459459459456,Chris Jericho__Cheryl Burke,Chris Jericho,Cheryl Burke,19.0,0.09178743961352613,-0.7104011214208743,0.0,0.0,0.0,0,False,,Eliminated Week 6,7
12,1,-3.4459459459459456,Petra Nemcova__Dmitry Chaplin,Petra Nemcova,Dmitry Chaplin,18.0,0.08695652173913002,-0.7895723307358516,0.0,0.0,0.0,0,False,,Eliminated Week 5,8
12,1,-3.4459459459459456,Mike Catherwood__Lacey Schwimmer,Mike Catherwood,Lacey Schwimmer,13.0,0.06280193236714945,-1.1854283773107384,0.0,0.0,0.0,0,False,,Eliminated Week 2,11
12,1,-3.4459459459459456,Romeo__Chelsie Hightower,Romeo,Chelsie Hightower,19.0,0.09178743961352613,-0.7104011214208743,0.0,0.0,0.0,0,False,,Eliminated Week 8,5
12,1,-3.4459459459459456,Wendy Williams__Tony Dovolani,Wendy Williams,Tony Dovolani,14.0,0.06763285024154557,-1.106257167995761,0.0,0.0,0.0,0,False,,Eliminated Week 3,10
